time_step,total_seconds,hours,minutes,seconds,rpm,band,caution_seconds,redline_seconds
33660,31980,8,53,0,5157,Climb,3360,2400
33720,32040,8,54,0,9066,Caution,3420,2400
33780,32100,8,55,0,7530,Cruise,3420,2400
33840,32160,8,56,0,4963,Climb,3420,2400
33900,32220,8,57,0,7866,Cruise,3420,2400
33960,32280,8,58,0,9392,Caution,3480,2400
34020,32340,8,59,0,9038,Caution,3540,2400
34080,32400,9,0,0,7332,Cruise,3540,2400
34140,32460,9,1,0,4679,Climb,3540,2400
34200,32520,9,2,0,3743,Climb,3540,2400
34260,32580,9,3,0,7526,Cruise,3540,2400
34320,32640,9,4,0,8244,Cruise,3540,2400
34380,32700,9,5,0,4433,Climb,3540,2400
34440,32760,9,6,0,6044,Cruise,3540,2400
34500,32820,9,7,0,3961,Climb,3540,2400
34560,32880,9,8,0,6420,Cruise,3540,2400
34620,32940,9,9,0,6735,Cruise,3540,2400
34680,33000,9,10,0,9529,Caution,3600,2400
34740,33060,9,11,0,8426,Cruise,3600,2400
34800,33120,9,12,0,10639,OverLimit,3600,2460
34860,33180,9,13,0,4439,Climb,3600,2460
34920,33240,9,14,0,6579,Cruise,3600,2460
34980,33300,9,15,0,2439,Idle,3600,2460
35040,33360,9,16,0,6480,Cruise,3600,2460
35100,33420,9,17,0,6081,Cruise,3600,2460
35160,33480,9,18,0,2721,Idle,3600,2460
35220,33540,9,19,0,6257,Cruise,3600,2460
35280,33600,9,20,0,9191,Caution,3660,2460
35340,33660,9,21,0,4453,Climb,3660,2460
35400,33720,9,22,0,5787,Climb,3660,2460
35460,33780,9,23,0,6618,Cruise,3660,2460
35520,33840,9,24,0,5373,Climb,3660,2460
35580,33900,9,25,0,1725,Idle,3660,2460
35640,33960,9,26,0,8076,Cruise,3660,2460
35700,34020,9,27,0,5528,Climb,3660,2460
35760,34080,9,28,0,6138,Cruise,3660,2460
35820,34140,9,29,0,7903,Cruise,3660,2460
35880,34200,9,30,0,1951,Idle,3660,2460
35940,34260,9,31,0,5851,Climb,3660,2460
36000,34320,9,32,0,4516,Climb,3660,2460
36060,34380,9,33,0,7623,Cruise,3660,2460
36120,34440,9,34,0,10725,OverLimit,3660,2520
36180,34500,9,35,0,5530,Climb,3660,2520
36240,34560,9,36,0,1250,Idle,3660,2520
36300,34620,9,37,0,6948,Cruise,3660,2520
36360,34680,9,38,0,2512,Idle,3660,2520
36420,34740,9,39,0,6762,Cruise,3660,2520
36480,34800,9,40,0,10837,OverLimit,3660,2580
36540,34860,9,41,0,9575,Caution,3720,2580
36600,34920,9,42,0,3981,Climb,3720,2580
36660,34980,9,43,0,7652,Cruise,3720,2580
36720,34980,9,43,0,838,PowerOff,3720,2580
36780,35040,9,44,0,5462,Climb,3720,2580
36840,35040,9,44,0,368,PowerOff,3720,2580
36900,35100,9,45,0,9725,Caution,3780,2580
36960,35160,9,46,0,9613,Caution,3840,2580
37020,35220,9,47,0,4245,Climb,3840,2580
37080,35280,9,48,0,1397,Idle,3840,2580
37140,35340,9,49,0,6083,Cruise,3840,2580
37200,35400,9,50,0,1153,Idle,3840,2580
37260,35460,9,51,0,4752,Climb,3840,2580
37320,35520,9,52,0,9098,Caution,3900,2580
37380,35580,9,53,0,7542,Cruise,3900,2580
37440,35640,9,54,0,4126,Climb,3900,2580
37500,35700,9,55,0,7724,Cruise,3900,2580
37560,35760,9,56,0,7611,Cruise,3900,2580
37620,35820,9,57,0,4740,Climb,3900,2580
37680,35880,9,58,0,4642,Climb,3900,2580
37740,35940,9,59,0,8438,Cruise,3900,2580
37800,36000,10,0,0,8937,Cruise,3900,2580
37860,36060,10,1,0,4832,Climb,3900,2580
37920,36120,10,2,0,2862,Idle,3900,2580
37980,36180,10,3,0,9261,Caution,3960,2580
38040,36240,10,4,0,6871,Cruise,3960,2580
38100,36300,10,5,0,6616,Cruise,3960,2580
38160,36360,10,6,0,9222,Caution,4020,2580
38220,36420,10,7,0,6319,Cruise,4020,2580
38280,36480,10,8,0,4451,Climb,4020,2580
38340,36540,10,9,0,7888,Cruise,4020,2580
38400,36600,10,10,0,6750,Cruise,4020,2580
38460,36660,10,11,0,4499,Climb,4020,2580
38520,36720,10,12,0,5383,Climb,4020,2580
38580,36780,10,13,0,6604,Cruise,4020,2580
38640,36840,10,14,0,9726,Caution,4080,2580
38700,36900,10,15,0,8863,Cruise,4080,2580
38760,36900,10,15,0,777,PowerOff,4080,2580
38820,36960,10,16,0,3957,Climb,4080,2580
38880,36960,10,16,0,614,PowerOff,4080,2580
38940,37020,10,17,0,9374,Caution,4140,2580
39000,37080,10,18,0,7638,Cruise,4140,2580
39060,37140,10,19,0,6849,Cruise,4140,2580
39120,37200,10,20,0,2812,Idle,4140,2580
39180,37260,10,21,0,7201,Cruise,4140,2580
39240,37320,10,22,0,7516,Cruise,4140,2580
39300,37380,10,23,0,5608,Climb,4140,2580
39360,37440,10,24,0,5282,Climb,4140,2580
39420,37500,10,25,0,7799,Cruise,4140,2580
39480,37560,10,26,0,4948,Climb,4140,2580
39540,37620,10,27,0,8207,Cruise,4140,2580
39600,37680,10,28,0,7186,Cruise,4140,2580
39660,37740,10,29,0,4620,Climb,4140,2580
39720,37800,10,30,0,9036,Caution,4200,2580
39780,37860,10,31,0,9631,Caution,4260,2580
39840,37920,10,32,0,7157,Cruise,4260,2580
39900,37980,10,33,0,6890,Cruise,4260,2580
39960,38040,10,34,0,4173,Climb,4260,2580
40020,38100,10,35,0,3357,Idle,4260,2580
40080,38160,10,36,0,7563,Cruise,4260,2580
40140,38220,10,37,0,9539,Caution,4320,2580
40200,38280,10,38,0,2412,Idle,4320,2580
40260,38340,10,39,0,1608,Idle,4320,2580
40320,38400,10,40,0,2614,Idle,4320,2580
40380,38460,10,41,0,8223,Cruise,4320,2580
40440,38520,10,42,0,3399,Idle,4320,2580
40500,38580,10,43,0,1124,Idle,4320,2580
40560,38640,10,44,0,5958,Climb,4320,2580
40620,38700,10,45,0,6163,Cruise,4320,2580
40680,38760,10,46,0,7123,Cruise,4320,2580
40740,38820,10,47,0,8274,Cruise,4320,2580
40800,38880,10,48,0,5173,Climb,4320,2580
40860,38940,10,49,0,9900,RedLine,4320,2640
40920,39000,10,50,0,4444,Climb,4320,2640
40980,39060,10,51,0,10142,RedLine,4320,2700
41040,39120,10,52,0,8729,Cruise,4320,2700
41100,39180,10,53,0,9289,Caution,4380,2700
41160,39240,10,54,0,1511,Idle,4380,2700
41220,39300,10,55,0,6063,Cruise,4380,2700
41280,39360,10,56,0,9890,RedLine,4380,2760
41340,39420,10,57,0,8090,Cruise,4380,2760
41400,39480,10,58,0,6928,Cruise,4380,2760
41460,39540,10,59,0,6730,Cruise,4380,2760
41520,39600,11,0,0,2794,Idle,4380,2760
41580,39660,11,1,0,5461,Climb,4380,2760
41640,39720,11,2,0,9125,Caution,4440,2760
41700,39780,11,3,0,7000,Cruise,4440,2760
41760,39840,11,4,0,5144,Climb,4440,2760
41820,39900,11,5,0,3017,Idle,4440,2760
41880,39960,11,6,0,9803,RedLine,4440,2820
41940,40020,11,7,0,5266,Climb,4440,2820
42000,40080,11,8,0,9214,Caution,4500,2820
42060,40140,11,9,0,8733,Cruise,4500,2820
42120,40200,11,10,0,9919,RedLine,4500,2880
42180,40200,11,10,0,414,PowerOff,4500,2880
42240,40260,11,11,0,3765,Climb,4500,2880
42300,40320,11,12,0,9791,Caution,4560,2880
42360,40380,11,13,0,1576,Idle,4560,2880
42420,40440,11,14,0,5287,Climb,4560,2880
42480,40500,11,15,0,6297,Cruise,4560,2880
42540,40560,11,16,0,7137,Cruise,4560,2880
42600,40620,11,17,0,9819,RedLine,4560,2940
42660,40680,11,18,0,10099,RedLine,4560,3000
42720,40740,11,19,0,10219,OverLimit,4560,3060
42780,40800,11,20,0,5839,Climb,4560,3060
42840,40860,11,21,0,9735,Caution,4620,3060
42900,40920,11,22,0,3534,Climb,4620,3060
42960,40980,11,23,0,3392,Idle,4620,3060
43020,40980,11,23,0,75,PowerOff,4620,3060
43080,41040,11,24,0,10105,RedLine,4620,3120
43140,41100,11,25,0,9477,Caution,4680,3120
43200,41160,11,26,0,8211,Cruise,4680,3120
43260,41220,11,27,0,3779,Climb,4680,3120
43320,41280,11,28,0,6034,Cruise,4680,3120
43380,41340,11,29,0,5050,Climb,4680,3120
43440,41400,11,30,0,9340,Caution,4740,3120
43500,41400,11,30,0,449,PowerOff,4740,3120
43560,41460,11,31,0,6799,Cruise,4740,3120
43620,41520,11,32,0,7020,Cruise,4740,3120
43680,41580,11,33,0,4036,Climb,4740,3120
43740,41640,11,34,0,3067,Idle,4740,3120
43800,41640,11,34,0,378,PowerOff,4740,3120
43860,41700,11,35,0,3486,Idle,4740,3120
43920,41700,11,35,0,263,PowerOff,4740,3120
43980,41760,11,36,0,8897,Cruise,4740,3120
44040,41760,11,36,0,271,PowerOff,4740,3120
44100,41820,11,37,0,5164,Climb,4740,3120
44160,41820,11,37,0,543,PowerOff,4740,3120
44220,41880,11,38,0,8677,Cruise,4740,3120
44280,41940,11,39,0,8487,Cruise,4740,3120
44340,42000,11,40,0,6967,Cruise,4740,3120
44400,42000,11,40,0,888,PowerOff,4740,3120
44460,42060,11,41,0,5639,Climb,4740,3120
44520,42120,11,42,0,2196,Idle,4740,3120
44580,42180,11,43,0,4189,Climb,4740,3120
44640,42240,11,44,0,10526,OverLimit,4740,3180
44700,42300,11,45,0,10011,RedLine,4740,3240
44760,42360,11,46,0,1335,Idle,4740,3240
44820,42420,11,47,0,8392,Cruise,4740,3240
44880,42480,11,48,0,3403,Idle,4740,3240
44940,42540,11,49,0,3941,Climb,4740,3240
45000,42600,11,50,0,1215,Idle,4740,3240
45060,42660,11,51,0,8663,Cruise,4740,3240
45120,42720,11,52,0,4760,Climb,4740,3240
45180,42780,11,53,0,7083,Cruise,4740,3240
45240,42840,11,54,0,4765,Climb,4740,3240
45300,42900,11,55,0,9233,Caution,4800,3240
45360,42960,11,56,0,2253,Idle,4800,3240
45420,43020,11,57,0,7233,Cruise,4800,3240
45480,43080,11,58,0,8969,Cruise,4800,3240
45540,43140,11,59,0,1764,Idle,4800,3240
45600,43200,12,0,0,2438,Idle,4800,3240
45660,43260,12,1,0,10185,RedLine,4800,3300
45720,43320,12,2,0,7681,Cruise,4800,3300
45780,43380,12,3,0,8186,Cruise,4800,3300
45840,43440,12,4,0,6891,Cruise,4800,3300
45900,43500,12,5,0,3811,Climb,4800,3300
45960,43560,12,6,0,8028,Cruise,4800,3300
46020,43620,12,7,0,4955,Climb,4800,3300
46080,43680,12,8,0,10139,RedLine,4800,3360
46140,43740,12,9,0,4040,Climb,4800,3360
46200,43800,12,10,0,10088,RedLine,4800,3420
46260,43860,12,11,0,1302,Idle,4800,3420
46320,43860,12,11,0,603,PowerOff,4800,3420
46380,43920,12,12,0,9197,Caution,4860,3420
46440,43980,12,13,0,5880,Climb,4860,3420
46500,44040,12,14,0,9167,Caution,4920,3420
46560,44100,12,15,0,7647,Cruise,4920,3420
46620,44160,12,16,0,6904,Cruise,4920,3420
46680,44220,12,17,0,9475,Caution,4980,3420
46740,44280,12,18,0,6810,Cruise,4980,3420
46800,44340,12,19,0,10607,OverLimit,4980,3480
46860,44400,12,20,0,7037,Cruise,4980,3480
46920,44460,12,21,0,9239,Caution,5040,3480
46980,44520,12,22,0,9063,Caution,5100,3480
47040,44580,12,23,0,7141,Cruise,5100,3480
47100,44640,12,24,0,2501,Idle,5100,3480
47160,44700,12,25,0,7639,Cruise,5100,3480
47220,44760,12,26,0,4002,Climb,5100,3480
47280,44820,12,27,0,4858,Climb,5100,3480
47340,44880,12,28,0,8953,Cruise,5100,3480
47400,44940,12,29,0,3375,Idle,5100,3480
47460,45000,12,30,0,7610,Cruise,5100,3480
47520,45060,12,31,0,2330,Idle,5100,3480
47580,45120,12,32,0,9355,Caution,5160,3480
47640,45180,12,33,0,9165,Caution,5220,3480
47700,45240,12,34,0,1775,Idle,5220,3480
47760,45300,12,35,0,10130,RedLine,5220,3540
47820,45360,12,36,0,8953,Cruise,5220,3540
47880,45420,12,37,0,9487,Caution,5280,3540
47940,45480,12,38,0,3308,Idle,5280,3540
48000,45540,12,39,0,7104,Cruise,5280,3540
48060,45600,12,40,0,6925,Cruise,5280,3540
48120,45660,12,41,0,8396,Cruise,5280,3540
48180,45720,12,42,0,7879,Cruise,5280,3540
48240,45780,12,43,0,8220,Cruise,5280,3540
48300,45840,12,44,0,4058,Climb,5280,3540
48360,45900,12,45,0,2430,Idle,5280,3540
48420,45960,12,46,0,10411,OverLimit,5280,3600
48480,46020,12,47,0,6133,Cruise,5280,3600
48540,46080,12,48,0,5745,Climb,5280,3600
48600,46140,12,49,0,10047,RedLine,5280,3660
48660,46200,12,50,0,8133,Cruise,5280,3660
48720,46260,12,51,0,4179,Climb,5280,3660
48780,46320,12,52,0,5455,Climb,5280,3660
48840,46380,12,53,0,6795,Cruise,5280,3660
48900,46440,12,54,0,2161,Idle,5280,3660
48960,46440,12,54,0,175,PowerOff,5280,3660
49020,46500,12,55,0,8517,Cruise,5280,3660
49080,46560,12,56,0,8285,Cruise,5280,3660
49140,46620,12,57,0,4512,Climb,5280,3660
49200,46620,12,57,0,68,PowerOff,5280,3660
49260,46680,12,58,0,7877,Cruise,5280,3660
49320,46740,12,59,0,8047,Cruise,5280,3660
49380,46800,13,0,0,1088,Idle,5280,3660
49440,46860,13,1,0,1075,Idle,5280,3660
49500,46920,13,2,0,7647,Cruise,5280,3660
49560,46920,13,2,0,553,PowerOff,5280,3660
49620,46980,13,3,0,7478,Cruise,5280,3660
49680,47040,13,4,0,9548,Caution,5340,3660
49740,47100,13,5,0,5691,Climb,5340,3660
49800,47160,13,6,0,6500,Cruise,5340,3660
49860,47220,13,7,0,4089,Climb,5340,3660
49920,47280,13,8,0,4306,Climb,5340,3660
49980,47340,13,9,0,3301,Idle,5340,3660
50040,47400,13,10,0,6574,Cruise,5340,3660
50100,47460,13,11,0,9050,Caution,5400,3660
50160,47520,13,12,0,6162,Cruise,5400,3660
50220,47580,13,13,0,5215,Climb,5400,3660
50280,47640,13,14,0,1020,Idle,5400,3660
50340,47700,13,15,0,5717,Climb,5400,3660
50400,47760,13,16,0,7674,Cruise,5400,3660
50460,47820,13,17,0,6592,Cruise,5400,3660
50520,47880,13,18,0,2495,Idle,5400,3660
50580,47940,13,19,0,4461,Climb,5400,3660
50640,48000,13,20,0,3699,Climb,5400,3660
50700,48060,13,21,0,8023,Cruise,5400,3660
50760,48120,13,22,0,8973,Cruise,5400,3660
50820,48180,13,23,0,4500,Climb,5400,3660
50880,48240,13,24,0,9980,RedLine,5400,3720
50940,48300,13,25,0,8088,Cruise,5400,3720
51000,48360,13,26,0,4256,Climb,5400,3720
51060,48420,13,27,0,4660,Climb,5400,3720
51120,48480,13,28,0,6264,Cruise,5400,3720
51180,48540,13,29,0,1041,Idle,5400,3720
51240,48600,13,30,0,8160,Cruise,5400,3720
51300,48660,13,31,0,9047,Caution,5460,3720
51360,48720,13,32,0,3737,Climb,5460,3720
51420,48780,13,33,0,7001,Cruise,5460,3720
51480,48840,13,34,0,8094,Cruise,5460,3720
51540,48900,13,35,0,5281,Climb,5460,3720
51600,48960,13,36,0,4890,Climb,5460,3720
51660,49020,13,37,0,9430,Caution,5520,3720
51720,49020,13,37,0,609,PowerOff,5520,3720
51780,49080,13,38,0,5662,Climb,5520,3720
51840,49140,13,39,0,6662,Cruise,5520,3720
51900,49200,13,40,0,5344,Climb,5520,3720
51960,49260,13,41,0,8776,Cruise,5520,3720
52020,49320,13,42,0,9170,Caution,5580,3720
52080,49380,13,43,0,8176,Cruise,5580,3720
52140,49440,13,44,0,2935,Idle,5580,3720
52200,49500,13,45,0,1644,Idle,5580,3720
52260,49560,13,46,0,6797,Cruise,5580,3720
52320,49620,13,47,0,8016,Cruise,5580,3720
52380,49680,13,48,0,9510,Caution,5640,3720
52440,49740,13,49,0,7354,Cruise,5640,3720
52500,49800,13,50,0,6476,Cruise,5640,3720
52560,49860,13,51,0,8609,Cruise,5640,3720
52620,49920,13,52,0,9598,Caution,5700,3720
52680,49980,13,53,0,10159,RedLine,5700,3780
52740,50040,13,54,0,7447,Cruise,5700,3780
52800,50100,13,55,0,9995,RedLine,5700,3840
52860,50160,13,56,0,7795,Cruise,5700,3840
52920,50220,13,57,0,1921,Idle,5700,3840
52980,50280,13,58,0,9686,Caution,5760,3840
53040,50340,13,59,0,1445,Idle,5760,3840
53100,50400,14,0,0,7717,Cruise,5760,3840
53160,50460,14,1,0,1975,Idle,5760,3840
53220,50520,14,2,0,5495,Climb,5760,3840
53280,50580,14,3,0,8363,Cruise,5760,3840
53340,50640,14,4,0,9186,Caution,5820,3840
53400,50700,14,5,0,6686,Cruise,5820,3840
53460,50760,14,6,0,7001,Cruise,5820,3840
53520,50820,14,7,0,9454,Caution,5880,3840
53580,50880,14,8,0,8888,Cruise,5880,3840
53640,50940,14,9,0,3097,Idle,5880,3840
53700,51000,14,10,0,9514,Caution,5940,3840
53760,51060,14,11,0,6804,Cruise,5940,3840
53820,51120,14,12,0,2778,Idle,5940,3840
53880,51180,14,13,0,3909,Climb,5940,3840
53940,51240,14,14,0,6861,Cruise,5940,3840
54000,51300,14,15,0,5101,Climb,5940,3840
54060,51360,14,16,0,4085,Climb,5940,3840
54120,51420,14,17,0,10370,OverLimit,5940,3900
54180,51480,14,18,0,4787,Climb,5940,3900
54240,51540,14,19,0,8974,Cruise,5940,3900
54300,51600,14,20,0,6272,Cruise,5940,3900
54360,51660,14,21,0,6148,Cruise,5940,3900
54420,51720,14,22,0,1349,Idle,5940,3900
54480,51780,14,23,0,8937,Cruise,5940,3900
54540,51840,14,24,0,7564,Cruise,5940,3900
54600,51900,14,25,0,3659,Climb,5940,3900
54660,51960,14,26,0,4839,Climb,5940,3900
54720,52020,14,27,0,6819,Cruise,5940,3900
54780,52080,14,28,0,7946,Cruise,5940,3900
54840,52140,14,29,0,6488,Cruise,5940,3900
54900,52200,14,30,0,6607,Cruise,5940,3900
54960,52260,14,31,0,9595,Caution,6000,3900
55020,52320,14,32,0,5075,Climb,6000,3900
55080,52380,14,33,0,5483,Climb,6000,3900
55140,52440,14,34,0,9542,Caution,6060,3900
55200,52500,14,35,0,6854,Cruise,6060,3900
55260,52560,14,36,0,4780,Climb,6060,3900
55320,52620,14,37,0,5881,Climb,6060,3900
55380,52620,14,37,0,139,PowerOff,6060,3900
55440,52680,14,38,0,3205,Idle,6060,3900
55500,52740,14,39,0,2863,Idle,6060,3900
55560,52800,14,40,0,10198,RedLine,6060,3960
55620,52860,14,41,0,3990,Climb,6060,3960
55680,52920,14,42,0,3129,Idle,6060,3960
55740,52980,14,43,0,4604,Climb,6060,3960
55800,53040,14,44,0,4656,Climb,6060,3960
55860,53100,14,45,0,6304,Cruise,6060,3960
55920,53160,14,46,0,7259,Cruise,6060,3960
55980,53160,14,46,0,442,PowerOff,6060,3960
56040,53220,14,47,0,7218,Cruise,6060,3960
56100,53280,14,48,0,3540,Climb,6060,3960
56160,53340,14,49,0,10013,RedLine,6060,4020
56220,53400,14,50,0,1928,Idle,6060,4020
56280,53460,14,51,0,3025,Idle,6060,4020
56340,53520,14,52,0,4033,Climb,6060,4020
56400,53580,14,53,0,4082,Climb,6060,4020
56460,53580,14,53,0,225,PowerOff,6060,4020
56520,53640,14,54,0,6978,Cruise,6060,4020
56580,53700,14,55,0,9781,Caution,6120,4020
56640,53760,14,56,0,8930,Cruise,6120,4020
56700,53820,14,57,0,2676,Idle,6120,4020
56760,53880,14,58,0,5599,Climb,6120,4020
56820,53940,14,59,0,9756,Caution,6180,4020
56880,54000,15,0,0,10084,RedLine,6180,4080
56940,54060,15,1,0,6575,Cruise,6180,4080
57000,54120,15,2,0,3033,Idle,6180,4080
57060,54180,15,3,0,7082,Cruise,6180,4080
57120,54240,15,4,0,6640,Cruise,6180,4080
57180,54300,15,5,0,3071,Idle,6180,4080
57240,54360,15,6,0,7634,Cruise,6180,4080
57300,54420,15,7,0,6286,Cruise,6180,4080
57360,54480,15,8,0,6849,Cruise,6180,4080
57420,54540,15,9,0,3563,Climb,6180,4080
57480,54600,15,10,0,8771,Cruise,6180,4080
57540,54660,15,11,0,4630,Climb,6180,4080
57600,54720,15,12,0,1700,Idle,6180,4080
57660,54780,15,13,0,4791,Climb,6180,4080
57720,54840,15,14,0,3262,Idle,6180,4080
57780,54900,15,15,0,10099,RedLine,6180,4140
57840,54960,15,16,0,8295,Cruise,6180,4140
57900,55020,15,17,0,8105,Cruise,6180,4140
57960,55080,15,18,0,9563,Caution,6240,4140
58020,55140,15,19,0,6101,Cruise,6240,4140
58080,55200,15,20,0,5951,Climb,6240,4140
58140,55260,15,21,0,1508,Idle,6240,4140
58200,55320,15,22,0,6892,Cruise,6240,4140
58260,55380,15,23,0,4166,Climb,6240,4140
58320,55440,15,24,0,3784,Climb,6240,4140
58380,55440,15,24,0,387,PowerOff,6240,4140
58440,55500,15,25,0,10021,RedLine,6240,4200
58500,55560,15,26,0,6959,Cruise,6240,4200
58560,55620,15,27,0,9379,Caution,6300,4200
58620,55680,15,28,0,5592,Climb,6300,4200
58680,55740,15,29,0,3970,Climb,6300,4200
58740,55800,15,30,0,3326,Idle,6300,4200
58800,55860,15,31,0,8822,Cruise,6300,4200
58860,55920,15,32,0,8489,Cruise,6300,4200
58920,55980,15,33,0,7892,Cruise,6300,4200
58980,56040,15,34,0,8121,Cruise,6300,4200
59040,56100,15,35,0,8542,Cruise,6300,4200
59100,56160,15,36,0,5189,Climb,6300,4200
59160,56220,15,37,0,5191,Climb,6300,4200
59220,56280,15,38,0,7470,Cruise,6300,4200
59280,56340,15,39,0,10049,RedLine,6300,4260
59340,56400,15,40,0,8848,Cruise,6300,4260
59400,56460,15,41,0,2873,Idle,6300,4260
59460,56520,15,42,0,7427,Cruise,6300,4260
59520,56580,15,43,0,6481,Cruise,6300,4260
59580,56640,15,44,0,3041,Idle,6300,4260
59640,56700,15,45,0,2097,Idle,6300,4260
59700,56760,15,46,0,4569,Climb,6300,4260
59760,56820,15,47,0,9156,Caution,6360,4260
59820,56880,15,48,0,10151,RedLine,6360,4320
59880,56940,15,49,0,4048,Climb,6360,4320
59940,57000,15,50,0,1539,Idle,6360,4320
60000,57060,15,51,0,4416,Climb,6360,4320
60060,57120,15,52,0,9258,Caution,6420,4320
60120,57180,15,53,0,9879,RedLine,6420,4380
60180,57240,15,54,0,9573,Caution,6480,4380
60240,57300,15,55,0,5153,Climb,6480,4380
60300,57360,15,56,0,9866,RedLine,6480,4440
60360,57420,15,57,0,4684,Climb,6480,4440
60420,57480,15,58,0,7477,Cruise,6480,4440
60480,57540,15,59,0,9519,Caution,6540,4440
60540,57600,16,0,0,2388,Idle,6540,4440
60600,57660,16,1,0,9378,Caution,6600,4440
60660,57720,16,2,0,2057,Idle,6600,4440
60720,57780,16,3,0,6158,Cruise,6600,4440
60780,57840,16,4,0,7683,Cruise,6600,4440
60840,57900,16,5,0,6773,Cruise,6600,4440
60900,57960,16,6,0,9194,Caution,6660,4440
60960,57960,16,6,0,8,PowerOff,6660,4440
61020,58020,16,7,0,4533,Climb,6660,4440
61080,58080,16,8,0,4302,Climb,6660,4440
61140,58140,16,9,0,6113,Cruise,6660,4440
61200,58200,16,10,0,3544,Climb,6660,4440
61260,58260,16,11,0,8261,Cruise,6660,4440
61320,58320,16,12,0,1354,Idle,6660,4440
61380,58380,16,13,0,5768,Climb,6660,4440
61440,58440,16,14,0,7301,Cruise,6660,4440
61500,58500,16,15,0,5040,Climb,6660,4440
61560,58560,16,16,0,5985,Climb,6660,4440
61620,58620,16,17,0,4607,Climb,6660,4440
61680,58680,16,18,0,10014,RedLine,6660,4500
61740,58740,16,19,0,10167,RedLine,6660,4560
61800,58800,16,20,0,2544,Idle,6660,4560
61860,58860,16,21,0,7166,Cruise,6660,4560
61920,58920,16,22,0,9884,RedLine,6660,4620
61980,58980,16,23,0,1805,Idle,6660,4620
62040,59040,16,24,0,7569,Cruise,6660,4620
62100,59100,16,25,0,5062,Climb,6660,4620
62160,59160,16,26,0,9719,Caution,6720,4620
62220,59160,16,26,0,161,PowerOff,6720,4620
62280,59220,16,27,0,5937,Climb,6720,4620
62340,59280,16,28,0,6004,Cruise,6720,4620
62400,59340,16,29,0,9984,RedLine,6720,4680
62460,59400,16,30,0,7924,Cruise,6720,4680
62520,59460,16,31,0,7473,Cruise,6720,4680
62580,59520,16,32,0,5960,Climb,6720,4680
62640,59580,16,33,0,6843,Cruise,6720,4680
62700,59640,16,34,0,9867,RedLine,6720,4740
62760,59700,16,35,0,4208,Climb,6720,4740
62820,59760,16,36,0,9256,Caution,6780,4740
62880,59820,16,37,0,3526,Climb,6780,4740
62940,59880,16,38,0,8563,Cruise,6780,4740
63000,59880,16,38,0,726,PowerOff,6780,4740
63060,59940,16,39,0,7348,Cruise,6780,4740
63120,60000,16,40,0,8754,Cruise,6780,4740
63180,60060,16,41,0,2136,Idle,6780,4740
63240,60120,16,42,0,9547,Caution,6840,4740
63300,60180,16,43,0,7652,Cruise,6840,4740
63360,60240,16,44,0,1206,Idle,6840,4740
63420,60300,16,45,0,3041,Idle,6840,4740
63480,60360,16,46,0,9751,Caution,6900,4740
63540,60420,16,47,0,9061,Caution,6960,4740
63600,60480,16,48,0,4797,Climb,6960,4740
63660,60540,16,49,0,5894,Climb,6960,4740
63720,60600,16,50,0,9242,Caution,7020,4740
63780,60660,16,51,0,3257,Idle,7020,4740
63840,60720,16,52,0,3561,Climb,7020,4740
63900,60780,16,53,0,7896,Cruise,7020,4740
63960,60840,16,54,0,9968,RedLine,7020,4800
64020,60900,16,55,0,9422,Caution,7080,4800
64080,60960,16,56,0,5215,Climb,7080,4800
64140,61020,16,57,0,7618,Cruise,7080,4800
64200,61080,16,58,0,4372,Climb,7080,4800
64260,61140,16,59,0,5252,Climb,7080,4800
64320,61200,17,0,0,5139,Climb,7080,4800
64380,61260,17,1,0,7635,Cruise,7080,4800
64440,61320,17,2,0,9778,Caution,7140,4800
64500,61380,17,3,0,4120,Climb,7140,4800
64560,61440,17,4,0,7419,Cruise,7140,4800
64620,61500,17,5,0,3739,Climb,7140,4800
64680,61560,17,6,0,9600,Caution,7200,4800
64740,61620,17,7,0,6625,Cruise,7200,4800
64800,61680,17,8,0,7279,Cruise,7200,4800
64860,61740,17,9,0,9333,Caution,7260,4800
64920,61800,17,10,0,8023,Cruise,7260,4800
64980,61860,17,11,0,7746,Cruise,7260,4800
65040,61920,17,12,0,1149,Idle,7260,4800
65100,61920,17,12,0,194,PowerOff,7260,4800
65160,61980,17,13,0,4013,Climb,7260,4800
65220,62040,17,14,0,5784,Climb,7260,4800
65280,62100,17,15,0,9721,Caution,7320,4800
65340,62160,17,16,0,7740,Cruise,7320,4800
65400,62220,17,17,0,9735,Caution,7380,4800
65460,62280,17,18,0,8577,Cruise,7380,4800
65520,62340,17,19,0,6726,Cruise,7380,4800
65580,62400,17,20,0,8179,Cruise,7380,4800
65640,62460,17,21,0,5485,Climb,7380,4800
65700,62520,17,22,0,1514,Idle,7380,4800
65760,62580,17,23,0,8145,Cruise,7380,4800
65820,62640,17,24,0,3140,Idle,7380,4800
65880,62700,17,25,0,7091,Cruise,7380,4800
65940,62760,17,26,0,5598,Climb,7380,4800
66000,62820,17,27,0,2923,Idle,7380,4800
66060,62880,17,28,0,10857,OverLimit,7380,4860
66120,62940,17,29,0,4841,Climb,7380,4860
66180,63000,17,30,0,8945,Cruise,7380,4860
66240,63060,17,31,0,6507,Cruise,7380,4860
66300,63120,17,32,0,1392,Idle,7380,4860
66360,63180,17,33,0,5734,Climb,7380,4860
66420,63240,17,34,0,3934,Climb,7380,4860
